ID_FILA,ID_EVENTO,CAMPO,FLUIDO,PAD_HIJO,HIJO,ETAPA_HIJO,PADRE,D3D,D2D,DZ,AZ,#_BARRERAS,LINEAMIENTO,WHP_i,ESTADO
27808,Pozo 553-Pozo 272-11,Campo E,OIL,PAD-85,Pozo 553,11,Pozo 272,"1051,74592693898","1050,16962308602","57,5609032253173","270,764648648193",1,NO,"41,2",Abierto
27809,Pozo 555-Pozo 42-15,Campo E,OIL,PAD-85,Pozo 555,15,Pozo 42,"1496,93179190093","1496,0291219134","51,9774565627008","267,001195683283",3,NO,"41,2",Abierto
27810,Pozo 64-Pozo 57-20,Campo D,OIL,PAD-45,Pozo 64,20,Pozo 57,"555,253398197223","553,140519490764","-48,3932010415842","158,712219629504",0,NO,"41,2",Cerrado
27811,Pozo 240-Pozo 74-9,Campo F,OIL,PAD-73,Pozo 240,9,Pozo 74,"862,82702512066","862,641433070701","-17,8950615616481","35,6929544633184",0,NO,"41,2",Abierto
27812,Pozo 27-Pozo 46-37,Campo B,OIL,PAD-13,Pozo 27,37,Pozo 46,"1500,77288315645","1500,41573855384","32,7392473591085","172,915307770416",0,NO,"41,3",Abierto
27813,Pozo 401-Pozo 218-12,Campo E,OIL,PAD-58,Pozo 401,12,Pozo 218,"1378,34191790525","1378,33758892029","-3,45450779985503","97,8289339207637",3,NO,"41,3",Abierto
27814,Pozo 527-Pozo 296-6,Campo E,OIL,PAD-69,Pozo 527,6,Pozo 296,"896,918937219965","896,18210065867","36,3486231211818","310,374026233297",1,NO,"41,3",Abierto
27815,Pozo 309-Pozo 321-3,Campo F,OIL,PAD-72,Pozo 309,3,Pozo 321,"1153,70297016573","1153,20647308187","-33,8433717484672","38,9588889902678",0,NO,"41,3",Abierto
27816,Pozo 264-Pozo 85-27,Campo F,OIL,PAD-78,Pozo 264,27,Pozo 85,"1031,09110619142","1029,44491516845","58,2411873236583","290,88230510211",0,NO,"41,3",Abierto
27817,Pozo 247-Pozo 12-24,Campo F,OIL,PAD-80,Pozo 247,24,Pozo 12,"1522,19142154638","1522,18985790678","2,18181464508325","93,6387349492161",3,NO,"41,3",Abierto
27818,Pozo 244-Pozo 12-38,Campo F,OIL,PAD-80,Pozo 244,38,Pozo 12,"1188,49464202787","1188,49407650245","-1,15941689199644","89,9730899288149",4,NO,"41,3",Abierto
27819,Pozo 548-Pozo 331-27,Campo E,OIL,PAD-84,Pozo 548,27,Pozo 331,"1058,40381315042","1056,73173171616","59,4699829789979","271,744551960521",2,NO,"41,3",Abierto
27820,Pozo 550-Pozo 211-12,Campo E,OIL,PAD-84,Pozo 550,12,Pozo 211,"893,841256539567","893,835792291021","3,12542984461879","234,587872940061",0,NO,"41,3",Abierto
27821,Pozo 62-Pozo 57-21,Campo D,OIL,PAD-45,Pozo 62,21,Pozo 57,"678,853000836366","676,932107521497","-51,0325244431819","130,504793599226",0,NO,"41,3",Cerrado
27822,Pozo 320-Pozo 310-8,Campo F,OIL,PAD-69,Pozo 320,8,Pozo 310,"1044,53132523795","1043,01124269125","-56,3314922846279","90,1041607909396",0,NO,"41,4",Abierto
27823,Pozo 310-Pozo 321-6,Campo F,OIL,PAD-72,Pozo 310,6,Pozo 321,"1400,17125851094","1400,16176263579","5,15670561094066","43,1099335337385",1,NO,"41,4",Abierto
27824,Pozo 247-Pozo 12-25,Campo F,OIL,PAD-80,Pozo 247,25,Pozo 12,"1522,43595356507","1522,4357459821","0,795024226079931","91,2681000835112",3,NO,"41,4",Abierto
27825,Pozo 243-Pozo 18-19,Campo F,OIL,PAD-80,Pozo 243,19,Pozo 18,"1424,70369036623","1423,98926123794","45,1130715224176","90,5413966548388",4,NO,"41,4",Abierto
27826,Pozo 552-Pozo 281-12,Campo E,OIL,PAD-85,Pozo 552,12,Pozo 281,"943,02055292178","942,00664012245","43,717881903332","128,526974002144",0,NO,"41,4",Abierto
27827,Pozo 408-Pozo 19-5,Campo F,OIL,PAD-60,Pozo 408,5,Pozo 19,"1077,70891936983","1077,10383602081","-36,1087429653312","32,7758119198025",3,NO,"41,5",Abierto
27828,Pozo 408-Pozo 20-17,Campo F,OIL,PAD-60,Pozo 408,17,Pozo 20,"1459,02710279656","1458,96081673572","-13,90762110379","15,606487304346",3,NO,"41,5",Abierto
27829,Pozo 306-Pozo 278-29,Campo F,OIL,PAD-68,Pozo 306,29,Pozo 278,"814,030612027954","813,506709606163","29,200526439768","299,922072392761",0,NO,"41,5",Abierto
27830,Pozo 377-Pozo 210-31,Campo F,OIL,PAD-72,Pozo 377,31,Pozo 210,"1150,52673354672","1150,51623453031","4,91514881499415","94,883376615368",3,NO,"41,5",Abierto
27831,Pozo 404-Pozo 340-12,Campo E,OIL,PAD-74,Pozo 404,12,Pozo 340,"1566,40332579514","1566,38087831571","-8,38588748906886","17,9497937872379",1,NO,"41,5",Abierto
27832,Pozo 264-Pozo 85-19,Campo F,OIL,PAD-78,Pozo 264,19,Pozo 85,"1404,54400284886","1403,7798089393","46,3260612727076","315,790612018714",2,NO,"41,5",Abierto
27833,Pozo 245-Pozo 12-32,Campo F,OIL,PAD-80,Pozo 245,32,Pozo 12,"1418,11366266486","1417,95583776891","21,15661536798","63,0322912835526",1,NO,"41,5",Abierto
27834,Pozo 549-Pozo 332-29,Campo E,OIL,PAD-84,Pozo 549,29,Pozo 332,"1410,716642471","1410,67909796442","10,2921285918919","325,113063992729",0,NO,"41,5",Abierto
27835,Pozo 32-Pozo 29-29,Campo B,OIL,PAD-6,Pozo 32,29,Pozo 29,"1534,89139083572","1534,88722624257","3,57552499567964","270,258732325614",0,NO,"41,5",Cerrado
27836,Pozo 315-Pozo 210-30,Campo E,OIL,PAD-72,Pozo 315,30,Pozo 210,"1271,54585703264","1271,36680436512","21,3381183630108","99,6775810577353",2,NO,"41,6",Abierto
27837,Pozo 404-Pozo 340-7,Campo E,OIL,PAD-74,Pozo 404,7,Pozo 340,"1188,46149752252","1188,46007522061","-1,83866802396141","23,4074237242049",1,NO,"41,6",Abierto
27838,Pozo 404-Pozo 340-10,Campo E,OIL,PAD-74,Pozo 404,10,Pozo 340,"1414,15117778931","1414,13398036014","-6,9741833702601","19,8233135682671",1,NO,"41,6",Abierto
27839,Pozo 244-Pozo 380-7,Campo F,OIL,PAD-80,Pozo 244,7,Pozo 380,"1580,9508845709","1580,93835261264","6,29481246465047","294,126691314257",0,NO,"41,6",Abierto
27840,Pozo 554-Pozo 272-10,Campo E,OIL,PAD-85,Pozo 554,10,Pozo 272,"902,096709484961","902,095985199899","1,14313158362392","270,785720264714",1,NO,"41,6",Abierto
27841,Pozo 553-Pozo 272-14,Campo E,OIL,PAD-85,Pozo 553,14,Pozo 272,"1047,04990157193","1045,5219972325","56,5442276874164","268,848459783819",1,NO,"41,6",Abierto
27842,Pozo 63-Pozo 57-21,Campo D,OIL,PAD-45,Pozo 63,21,Pozo 57,"586,437602484426","586,433246237764","2,26037933094176","140,018570497563",0,NO,"41,6",Cerrado
27843,Pozo 407-Pozo 19-24,Campo F,OIL,PAD-60,Pozo 407,24,Pozo 19,"1281,73144632372","1281,67455347841","-12,076400996098","33,5878312577621",4,NO,"41,7",Abierto
27844,Pozo 527-Pozo 296-7,Campo E,OIL,PAD-69,Pozo 527,7,Pozo 296,"937,188091746251","936,463839853002","36,8374260603236","313,403352353005",1,NO,"41,7",Abierto
27845,Pozo 318-Pozo 340-5,Campo E,OIL,PAD-74,Pozo 318,5,Pozo 340,"968,078684956396","967,194341822495","-41,3696194502008","14,866636872641",1,NO,"41,7",Abierto
27846,Pozo 264-Pozo 85-23,Campo F,OIL,PAD-78,Pozo 264,23,Pozo 85,"1190,04320098952","1188,97205769605","50,4803549849389","305,265562335838",1,NO,"41,7",Abierto
27847,Pozo 246-Pozo 266-32,Campo F,OIL,PAD-80,Pozo 246,32,Pozo 266,"1131,88605022638","1128,7564298817","84,1127380233387","302,697451303256",0,NO,"41,7",Abierto
27848,Pozo 551-Pozo 332-16,Campo E,OIL,PAD-84,Pozo 551,16,Pozo 332,"1206,95339353782","1205,73955605895","54,116699152898","258,196958576774",1,NO,"41,7",Abierto
27849,Pozo 80-Pozo 59-13,Campo D,OIL,PAD-47,Pozo 80,13,Pozo 59,"1288,99646443112","1288,89472441806","16,1948968261285","141,223210183793",0,NO,"41,8",Abierto
27850,Pozo 408-Pozo 237-10,Campo F,OIL,PAD-60,Pozo 408,10,Pozo 237,"1594,61481058385","1594,52577470218","-16,8507549915852","95,5475396711266",5,NO,"41,8",Abierto
27851,Pozo 405-Pozo 19-27,Campo F,OIL,PAD-60,Pozo 405,27,Pozo 19,"1543,68553951985","1543,60168689144","-16,0896596791208","40,8547331659204",4,NO,"41,8",Abierto
27852,Pozo 306-Pozo 278-32,Campo F,OIL,PAD-68,Pozo 306,32,Pozo 278,"736,091552681935","735,510293475234","29,24691644733","283,061260214418",1,NO,"41,8",Abierto
27853,Pozo 320-Pozo 310-6,Campo F,OIL,PAD-69,Pozo 320,6,Pozo 310,"1053,07801617092","1051,5277859815","-57,1193789471922","90,0587784909755",0,NO,"41,8",Abierto
27854,Pozo 243-Pozo 11-24,Campo F,OIL,PAD-80,Pozo 243,24,Pozo 11,"461,183608544864","459,179617321849","42,946476300412","93,3166711798123",1,NO,"41,8",Abierto
27855,Pozo 245-Pozo 84-6,Campo F,OIL,PAD-80,Pozo 245,6,Pozo 84,"988,362382620888","988,310395769427","-10,1371097515984","89,1251287908177",2,NO,"41,8",Abierto
27856,Pozo 246-Pozo 12-33,Campo F,OIL,PAD-80,Pozo 246,33,Pozo 12,"1358,86665006007","1358,55855941626","28,9346381052514","90,6302192123621",4,NO,"41,8",Abierto
27857,Pozo 246-Pozo 380-6,Campo F,OIL,PAD-80,Pozo 246,6,Pozo 380,"1400,01492568062","1400,00069651264","-6,31204345996184","291,902092648979",0,NO,"41,8",Abierto
27858,Pozo 367-Pozo 53-3,Campo F,OIL,PAD-82,Pozo 367,3,Pozo 53,"1367,31834489341","1367,25279052652","-13,3889162938735","0,119935491529901",0,NO,"41,8",Abierto
27859,Pozo 407-Pozo 20-27,Campo F,OIL,PAD-60,Pozo 407,27,Pozo 20,"1156,98433460807","1156,80326277444","20,4685554665679","27,534073994519",3,NO,"41,9",Abierto
27860,Pozo 308-Pozo 278-30,Campo F,OIL,PAD-68,Pozo 308,30,Pozo 278,"1062,40161754532","1061,90441641904","32,4993438804776","288,212278385027",1,NO,"41,9",Abierto
27861,Pozo 309-Pozo 321-4,Campo F,OIL,PAD-72,Pozo 309,4,Pozo 321,"1090,28387715191","1089,80178267158","-32,419242175873","42,1493471568093",0,NO,"41,9",Abierto
27862,Pozo 243-Pozo 12-30,Campo F,OIL,PAD-80,Pozo 243,30,Pozo 12,"1086,42650136494","1085,94013285448","32,5049338417225","90,1522644968147",4,NO,"41,9",Abierto
27863,Pozo 402-Pozo 218-9,Campo E,OIL,PAD-58,Pozo 402,9,Pozo 218,"1259,32729758478","1258,65050995929","41,2811848355204","111,775569940435",1,NO,"41,9",Abierto
27864,Pozo 316-Pozo 321-25,Campo E,OIL,PAD-72,Pozo 316,25,Pozo 321,"927,832552146819","927,438557869219","-27,0363866066131","112,101254386188",0,NO,42,Abierto
27865,Pozo 245-Pozo 227-23,Campo F,OIL,PAD-80,Pozo 245,23,Pozo 227,"1405,33586405441","1405,31058721203","-8,42877614656208","113,787807286122",3,NO,42,Abierto
27866,Pozo 243-Pozo 12-13,Campo F,OIL,PAD-80,Pozo 243,13,Pozo 12,"1119,81041706206","1118,90987486052","44,9005801780144","103,777221632159",1,NO,42,Abierto
27867,Pozo 244-Pozo 12-16,Campo F,OIL,PAD-80,Pozo 244,16,Pozo 12,"1219,31424885734","1219,31222107093","2,22373866124371","98,643328116852",3,NO,42,Abierto
27868,Pozo 246-Pozo 12-36,Campo F,OIL,PAD-80,Pozo 246,36,Pozo 12,"1348,91383887549","1348,61359437356","28,4590544579264","92,7414153829575",4,NO,42,Abierto
27869,Pozo 548-Pozo 322-28,Campo E,OIL,PAD-84,Pozo 548,28,Pozo 322,"1590,66582991133","1589,88691816436","49,773184520734","322,759969652335",1,NO,42,Abierto
27870,Pozo 548-Pozo 331-23,Campo E,OIL,PAD-84,Pozo 548,23,Pozo 331,"1087,86302808444","1085,92379217596","64,9267699736851","272,319381089827",2,NO,42,Abierto
27871,Pozo 552-Pozo 295-9,Campo E,OIL,PAD-85,Pozo 552,9,Pozo 295,"743,035451784154","741,560476221491","46,7946868163057","171,082372976386",0,NO,42,Abierto
27872,Pozo 556-Pozo 304-15,Campo E,OIL,PAD-85,Pozo 556,15,Pozo 304,"1380,74544531291","1380,5116593398","25,407541778241","131,631359693274",3,NO,42,Abierto
27873,Pozo 63-Pozo 57-22,Campo D,OIL,PAD-45,Pozo 63,22,Pozo 57,"540,629490653006","540,621411807965","2,95554707140308","136,079105975258",0,NO,42,Cerrado
27874,Pozo 401-Pozo 212-11,Campo E,OIL,PAD-58,Pozo 401,11,Pozo 212,"412,330121707304","412,28292676679","6,23839432631075","114,671636339452",0,NO,42,Cerrado
27875,Pozo 334-Pozo 256-15,Campo F,OIL,PAD-65,Pozo 334,15,Pozo 256,"1188,57931447995","1188,25847051821","27,6151054922675","270,213761210401",2,NO,"42,1",Abierto
27876,Pozo 308-Pozo 278-28,Campo F,OIL,PAD-68,Pozo 308,28,Pozo 278,"1121,95395209855","1121,52051955038","31,1832464152607","295,555520401272",1,NO,"42,1",Abierto
27877,Pozo 310-Pozo 210-28,Campo F,OIL,PAD-72,Pozo 310,28,Pozo 210,"1562,54713655746","1562,52681044544","7,96998137414766","93,7331313591813",3,NO,"42,1",Abierto
27878,Pozo 245-Pozo 82-17,Campo F,OIL,PAD-80,Pozo 245,17,Pozo 82,"600,764637439455","599,154091268458","43,9604881004329","116,40860918495",1,NO,"42,1",Abierto
27879,Pozo 243-Pozo 12-20,Campo F,OIL,PAD-80,Pozo 243,20,Pozo 12,"1057,1427169064","1056,44460399803","38,4125317011025","89,3665172722449",4,NO,"42,1",Abierto
27880,Pozo 247-Pozo 12-26,Campo F,OIL,PAD-80,Pozo 247,26,Pozo 12,"1523,30964507018","1523,30962614667","0,240109843314257","88,8984470254912",3,NO,"42,1",Abierto
27881,Pozo 245-Pozo 12-36,Campo F,OIL,PAD-80,Pozo 245,36,Pozo 12,"1347,15535493942","1346,95691044848","23,1221049438231","72,9976001055971",2,NO,"42,1",Abierto
27882,Pozo 368-Pozo 53-5,Campo F,OIL,PAD-82,Pozo 368,5,Pozo 53,"1511,35084672917","1511,29479347735","13,0164940460344","353,771515667728",1,NO,"42,1",Abierto
27883,Pozo 554-Pozo 281-11,Campo E,OIL,PAD-85,Pozo 554,11,Pozo 281,"840,780373267015","840,721632561681","-9,93844121794882","136,033731955761",0,NO,"42,1",Abierto
27884,Pozo 168-Pozo 184-4,Campo D,OIL,PAD-44,Pozo 168,4,Pozo 184,"583,806347397638","574,822847444052","102,022278537988","308,433776825593",0,NO,"42,1",Cerrado
27885,Pozo 28-Pozo 50-32,Campo B,OIL,PAD-13,Pozo 28,32,Pozo 50,"1123,42894344693","1122,9826970994","-31,6615380176181","173,437853694591",0,NO,"42,1",Abierto
27886,Pozo 170-Pozo 59-25,Campo D,OIL,PAD-48,Pozo 170,25,Pozo 59,"1276,70962327241","1276,6277795855","-14,4559519567642","163,776773046045",0,NO,"42,2",Abierto
27887,Pozo 377-Pozo 210-24,Campo F,OIL,PAD-72,Pozo 377,24,Pozo 210,"1133,79191922971","1133,76909328596","7,19438809803659","83,4112051621109",3,NO,"42,2",Abierto
27888,Pozo 370-Pozo 53-3,Campo F,OIL,PAD-82,Pozo 370,3,Pozo 53,"1404,0037213847","1404,00365683034","0,425757100093051","344,907443846348",1,NO,"42,2",Abierto
27889,Pozo 80-Pozo 60-25,Campo D,OIL,PAD-47,Pozo 80,25,Pozo 60,"1010,03049166376","1009,74620352709","-23,9624404677588","109,723189621265",1,NO,"42,2",Cerrado
27890,Pozo 159-Pozo 200-34,Campo D,OIL,PAD-52,Pozo 159,34,Pozo 200,"1536,1648056078","1536,12516253922","-11,0360772870503","61,5587372453417",0,NO,"42,3",Abierto
27891,Pozo 320-Pozo 310-2,Campo F,OIL,PAD-69,Pozo 320,2,Pozo 310,"1046,15844815105","1044,52965712294","-58,3548972105254","89,4372251185722",0,NO,"42,3",Abierto
27892,Pozo 319-Pozo 310-3,Campo F,OIL,PAD-69,Pozo 319,3,Pozo 310,"1197,46325271389","1197,20371596756","-24,9299834255766","88,5352250146254",0,NO,"42,3",Abierto
27893,Pozo 377-Pozo 210-25,Campo F,OIL,PAD-72,Pozo 377,25,Pozo 210,"1128,10578450597","1128,10221895145","2,83630615948914","87,4483135397526",3,NO,"42,3",Abierto
27894,Pozo 246-Pozo 12-18,Campo F,OIL,PAD-80,Pozo 246,18,Pozo 12,"1353,07189491333","1352,72884689706","30,46669619273","93,5859512708424",4,NO,"42,3",Abierto
27895,Pozo 551-Pozo 329-13,Campo E,OIL,PAD-84,Pozo 551,13,Pozo 329,"1582,13676266293","1581,14927550061","55,890109620761","285,856019225779",1,NO,"42,3",Abierto
27896,Pozo 555-Pozo 42-26,Campo E,OIL,PAD-85,Pozo 555,26,Pozo 42,"1579,80488487014","1579,33655415702","38,4645676302825","289,334302479183",7,NO,"42,3",Abierto
27897,Pozo 372-Pozo 84-24,Campo F,OIL,PAD-86,Pozo 372,24,Pozo 84,"1494,57303021731","1494,26327999453","30,426841981141","293,032450498191",5,NO,"42,3",Abierto
27898,Pozo 27-Pozo 50-39,Campo B,OIL,PAD-13,Pozo 27,39,Pozo 50,"1029,6861895427","1028,72945020333","-44,377553101996","168,445782867496",0,NO,"42,3",Abierto
27899,Pozo 407-Pozo 227-17,Campo F,OIL,PAD-60,Pozo 407,17,Pozo 227,"1547,41081925084","1547,16281659395","27,7031132480778","183,114671409722",0,NO,"42,4",Abierto
27900,Pozo 404-Pozo 338-4,Campo E,OIL,PAD-74,Pozo 404,4,Pozo 338,"1169,9959262725","1169,18452096737","43,5663106603296","52,3416329185677",3,NO,"42,4",Abierto
27901,Pozo 245-Pozo 226-2,Campo F,OIL,PAD-80,Pozo 245,2,Pozo 226,"1141,81207197398","1141,56244237966","23,8746278233106","91,0879672385215",3,NO,"42,4",Abierto
27902,Pozo 245-Pozo 12-33,Campo F,OIL,PAD-80,Pozo 245,33,Pozo 12,"1386,73612425251","1386,55018718511","22,70807618053","65,2575987818566",0,NO,"42,4",Abierto
27903,Pozo 548-Pozo 321-21,Campo E,OIL,PAD-84,Pozo 548,21,Pozo 321,"781,436546196841","778,829220904093","63,7818187101242","278,359332501237",2,NO,"42,4",Abierto
27904,Pozo 549-Pozo 331-7,Campo E,OIL,PAD-84,Pozo 549,7,Pozo 331,"1204,6320316411","1204,50691756491","17,3613707423178","279,304542988325",1,NO,"42,4",Abierto
27905,Pozo 527-Pozo 279-25,Campo E,OIL,PAD-69,Pozo 527,25,Pozo 279,"965,643475710311","965,009355689911","34,9895071819241","273,137046473747",0,NO,"42,5",Abierto
27906,Pozo 247-Pozo 12-21,Campo F,OIL,PAD-80,Pozo 247,21,Pozo 12,"1506,37348455659","1506,37255285755","-1,6754022230607","88,6740116399985",3,NO,"42,5",Abierto
27907,Pozo 549-Pozo 322-29,Campo E,OIL,PAD-84,Pozo 549,29,Pozo 322,"1559,31026355444","1559,30182259759","5,13069878778014","314,778619933079",0,NO,"42,5",Abierto
27908,Pozo 557-Pozo 304-17,Campo E,OIL,PAD-85,Pozo 557,17,Pozo 304,"1178,5947276611","1176,76276529735","65,6880984674858","132,53076102751",3,NO,"42,5",Abierto
27909,Pozo 374-Pozo 242-12,Campo F,OIL,PAD-86,Pozo 374,12,Pozo 242,"1051,51755507299","1051,1669521736","27,1515613684914","333,154974762489",1,NO,"42,5",Abierto
27910,Pozo 535-Pozo 295-11,Campo F,OIL,PAD-76,Pozo 535,11,Pozo 295,"1057,91258562848","1057,30609362789","-35,8170798428723","18,628020904728",0,NO,"42,5",Cerrado
27911,Pozo 130-Pozo 94-32,Campo C,GAS,PAD-25,Pozo 130,32,Pozo 94,"881,903003979028","881,731054148754","17,4142636066308","280,393569721291",0,NO,"42,6",Abierto
27912,Pozo 170-Pozo 59-24,Campo D,OIL,PAD-48,Pozo 170,24,Pozo 59,"1334,74361004484","1334,66403969321","-14,5741450979426","164,444176713524",0,NO,"42,6",Abierto
27913,Pozo 407-Pozo 249-23,Campo F,OIL,PAD-60,Pozo 407,23,Pozo 249,"1328,04749045223","1328,04272690151","-3,55702410188405","66,0886459741586",5,NO,"42,6",Abierto
27914,Pozo 406-Pozo 19-2,Campo F,OIL,PAD-60,Pozo 406,2,Pozo 19,"1106,41493596347","1105,74498878002","-38,4971467894306","50,8081247479654",3,NO,"42,6",Abierto
27915,Pozo 316-Pozo 321-20,Campo E,OIL,PAD-72,Pozo 316,20,Pozo 321,"1137,07154062957","1136,73387773563","-27,7088382620499","131,202407784874",0,NO,"42,6",Abierto
27916,Pozo 317-Pozo 321-17,Campo E,OIL,PAD-72,Pozo 317,17,Pozo 321,"1201,13059862313","1201,12415431298","3,93457426894019","119,955676224432",0,NO,"42,6",Abierto
27917,Pozo 412-Pozo 355-13,Campo F,OIL,PAD-75,Pozo 412,13,Pozo 355,"822,131339396225","822,010489857786","-14,0958781632598","91,7280906649831",0,NO,"42,6",Abierto
27918,Pozo 378-Pozo 231-6,Campo F,OIL,PAD-78,Pozo 378,6,Pozo 231,"1292,31635658562","1292,2965362891","-7,15735942316723","113,562607641778",1,NO,"42,6",Abierto
27919,Pozo 244-Pozo 11-33,Campo F,OIL,PAD-80,Pozo 244,33,Pozo 11,"592,41845171054","592,389348638838","5,8720989745625","87,1208435023871",2,NO,"42,6",Abierto
27920,Pozo 247-Pozo 12-33,Campo F,OIL,PAD-80,Pozo 247,33,Pozo 12,"1498,96917299059","1498,95743793507","-5,93134345851194","90,2240135484822",4,NO,"42,6",Abierto
27921,Pozo 368-Pozo 326-36,Campo F,OIL,PAD-82,Pozo 368,36,Pozo 326,"1266,2904765749","1265,71922412179","38,0317860850909","225,27437826042",0,NO,"42,6",Abierto
27922,Pozo 29-Pozo 50-35,Campo B,OIL,PAD-13,Pozo 29,35,Pozo 50,"1277,75956198528","1277,7593462903","-0,742436921279932","177,130884463323",0,NO,"42,6",Abierto
27923,Pozo 29-Pozo 51-38,Campo B,OIL,PAD-13,Pozo 29,38,Pozo 51,"1299,06287686992","1298,48052932765","38,8930973123738","189,298217693867",0,NO,"42,7",Abierto
27924,Pozo 387-Pozo 228-7,Campo F,OIL,PAD-60,Pozo 387,7,Pozo 228,"1326,97143815277","1326,85453660953","17,6135275264778","158,364304930185",1,NO,"42,7",Abierto
27925,Pozo 405-Pozo 20-15,Campo F,OIL,PAD-60,Pozo 405,15,Pozo 20,"834,516408385213","833,920962294496","31,5192720407139","83,978288136759",3,NO,"42,7",Abierto
27926,Pozo 310-Pozo 321-7,Campo F,OIL,PAD-72,Pozo 310,7,Pozo 321,"1343,02998659009","1343,011249959","7,09417815827828","45,4473666709406",1,NO,"42,7",Abierto
27927,Pozo 377-Pozo 285-2,Campo F,OIL,PAD-72,Pozo 377,2,Pozo 285,"1591,36877407497","1591,36848300219","0,962501006027195","32,8789247320526",0,NO,"42,7",Abierto
27928,Pozo 317-Pozo 332-19,Campo E,OIL,PAD-72,Pozo 317,19,Pozo 332,"1235,36086959413","1235,25535079119","16,1460975503378","69,0547267892557",2,NO,"42,7",Abierto
27929,Pozo 242-Pozo 12-7,Campo F,OIL,PAD-73,Pozo 242,7,Pozo 12,"1210,99878843428","1210,76101829766","23,9962947165076","306,73826696921",0,NO,"42,7",Abierto
27930,Pozo 379-Pozo 232-2,Campo F,OIL,PAD-78,Pozo 379,2,Pozo 232,"1186,26891736553","1185,86799560382","-30,8389576698905","44,2273443775729",0,NO,"42,7",Abierto
27931,Pozo 264-Pozo 232-6,Campo F,OIL,PAD-78,Pozo 264,6,Pozo 232,"1123,60672459487","1123,60169331102","3,36249065431366","61,6086675952547",0,NO,"42,7",Abierto
27932,Pozo 265-Pozo 71-1,Campo F,OIL,PAD-80,Pozo 265,1,Pozo 71,"1004,8387657945","1004,83820118521","1,06521466469939","72,1955406078545",0,NO,"42,7",Abierto
27933,Pozo 246-Pozo 12-15,Campo F,OIL,PAD-80,Pozo 246,15,Pozo 12,"1372,98078764225","1372,55103405129","34,3497039214548","98,115624796713",3,NO,"42,7",Abierto
27934,Pozo 244-Pozo 380-4,Campo F,OIL,PAD-80,Pozo 244,4,Pozo 380,"1517,16348681547","1517,108159632","12,9567628706881","287,548127863095",0,NO,"42,7",Abierto
27935,Pozo 173-Pozo 59-38,Campo D,OIL,PAD-47,Pozo 173,38,Pozo 59,"788,960838284494","788,352716201797","-30,9709412808197","122,397900200684",0,NO,"42,7",Abierto
27936,Pozo 32-Pozo 42-54,Campo B,OIL,PAD-6,Pozo 32,54,Pozo 42,"690,857704405594","690,131542927289","31,6673521685393","198,829251866007",0,NO,"42,8",Abierto
27937,Pozo 80-Pozo 59-18,Campo D,OIL,PAD-47,Pozo 80,18,Pozo 59,"1068,81067642912","1068,63571220202","19,3384760350086","131,279942589598",0,NO,"42,8",Abierto
27938,Pozo 408-Pozo 249-8,Campo F,OIL,PAD-60,Pozo 408,8,Pozo 249,"1246,47136334427","1246,46921381076","-2,31487781556415","60,4033101119561",2,NO,"42,8",Abierto
27939,Pozo 240-Pozo 235-19,Campo F,OIL,PAD-73,Pozo 240,19,Pozo 235,"1300,0446093018","1299,92994457783","17,2663072067407","148,301832455664",0,NO,"42,8",Abierto
27940,Pozo 243-Pozo 12-23,Campo F,OIL,PAD-80,Pozo 243,23,Pozo 12,"1056,16022518308","1055,4254698272","39,3890708041449","87,8095860491798",3,NO,"42,8",Abierto
27941,Pozo 244-Pozo 12-27,Campo F,OIL,PAD-80,Pozo 244,27,Pozo 12,"1215,56209016846","1215,55369247235","-4,51838151900847","88,7360145315041",3,NO,"42,8",Abierto
27942,Pozo 355-Pozo 85-22,Campo F,OIL,PAD-81,Pozo 355,22,Pozo 85,"1145,30186217116","1145,18570964717","-16,3109139113284","88,8037618688244",1,NO,"42,8",Abierto
27943,Pozo 553-Pozo 281-26,Campo E,OIL,PAD-85,Pozo 553,26,Pozo 281,"1509,6830168293","1509,0583588501","43,4244273131339","162,728878837081",1,NO,"42,8",Abierto
27944,Pozo 33-Pozo 57-1,Campo B,OIL,PAD-6,Pozo 33,1,Pozo 57,"735,420244984923","733,629517243777","-51,2900396017335","95,8544975671291",0,NO,"42,8",Cerrado
27945,Pozo 30-Pozo 60-4,Campo B,OIL,PAD-6,Pozo 30,4,Pozo 60,"741,835955750317","741,815272943763","5,53950100251813","5,09668362026464",0,NO,"42,8",Cerrado
27946,Pozo 408-Pozo 84-6,Campo F,OIL,PAD-60,Pozo 408,6,Pozo 84,"1369,28673791642","1369,28647343506","0,85105908374453","202,113306876913",1,NO,"42,8",Cerrado
27947,Pozo 324-Pozo 296-8,Campo E,OIL,PAD-69,Pozo 324,8,Pozo 296,"851,75635094214","849,439655888595","62,7785980580579","320,801617285528",1,NO,"42,8",Abierto
27948,Pozo 72-Pozo 16-20,Campo B,OIL,PAD-4,Pozo 72,20,Pozo 16,"941,108552144754","941,050082176814","-10,4904601904409","221,801401727853",0,NO,"42,9",Abierto
27949,Pozo 28-Pozo 45-35,Campo B,OIL,PAD-13,Pozo 28,35,Pozo 45,"1371,85010550341","1371,51653392547","30,250770879204","197,015166942476",1,NO,"42,9",Abierto
27950,Pozo 26-Pozo 46-35,Campo B,OIL,PAD-13,Pozo 26,35,Pozo 46,"1598,62438493505","1598,47954047105","21,5193588289357","167,337817417122",1,NO,"42,9",Abierto
